0.017,3,Output On Event,TrayLight #1,,2,0,,,,
0.017,7,Pulse Output Event,Feeder #1,,2,1,Duration,0.28,,
0.017,16,Variable Event,First_Trial,,2,1,Value,1,,
0.017,21,Group Change Event,Group Change,,2,1,New Group,3,,
1.676,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
1.885,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
2.395,38,Input Transition On Event,Tray #1,,3,0,,,,
2.395,1,Condition Event,Tray Entry no Increment Trial,,3,0,,,,
2.395,4,Output Off Event,TrayLight #1,,3,0,,,,
2.395,4,Output Off Event,Sound #1,,3,0,,,,
2.395,4,Output Off Event,Sound #2,,3,0,,,,
2.395,4,Output Off Event,Sound #3,,3,0,,,,
2.395,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0,,
2.395,16,Variable Event,Correction_Trial,,3,1,Value,0,,
2.395,21,Group Change Event,Group Change,,3,1,New Group,4,,
4.44,39,Input Transition Off Event,Tray #1,,4,0,,,,
4.441,1,Condition Event,Start Trial,,4,0,,,,
4.441,16,Variable Event,Correct_Grid_Position,,4,1,Value,2,,
4.441,21,Group Change Event,Group Change,,4,1,New Group,5,,
4.441,1,Condition Event,Incorrect Left,,5,0,,,,
4.441,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,1,,
4.441,21,Group Change Event,Group Change,,5,1,New Group,6,,
4.441,1,Condition Event,Display Images,,6,0,,,,
4.441,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,2,Image 1,0
4.441,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,1,Image 2,1
4.441,21,Group Change Event,Group Change,,6,1,New Group,7,,
4.477,38,Input Transition On Event,Tray #1,,7,0,,,,
5.043,39,Input Transition Off Event,Tray #1,,7,0,,,,
5.366,38,Input Transition On Event,Tray #1,,7,0,,,,
5.665,39,Input Transition Off Event,Tray #1,,7,0,,,,
5.968,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,
9.247,38,Input Transition On Event,BIRBeam #1,,7,0,,,,
9.894,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,
10.87,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
12.274,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
12.815,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
12.962,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
14.037,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
15.41,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
15.74,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
18.674,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
19.145,38,Input Transition On Event,BIRBeam #1,,7,0,,,,
19.79,38,Input Transition On Event,Tray #1,,7,0,,,,
20.398,39,Input Transition Off Event,Tray #1,,7,0,,,,
20.44,38,Input Transition On Event,Tray #1,,7,0,,,,
21.233,39,Input Transition Off Event,Tray #1,,7,0,,,,
21.744,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,
24.828,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
28.033,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
28.217,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
29.759,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
30.127,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
30.973,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
31.192,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
31.718,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
34.273,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,0,(NoImageOrVideo),-1
34.293,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,0,(NoImageOrVideo),-1
34.531,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,1,Image 2,1
34.531,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,1,Image 2,1
34.531,1,Condition Event,Incorrect,,7,0,,,,
34.531,3,Output On Event,Sound #1,,7,0,,,,
34.531,3,Output On Event,Sound #2,,7,0,,,,
34.531,3,Output On Event,Sound #3,,7,0,,,,
34.531,7,Pulse Output Event,Sound_On #1,,7,1,Duration,0,,
34.531,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,2,Image 1,0
34.531,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,1,Image 1,0
34.531,29,Timer Event,Time_Out_Timer,,7,1,Value,0,,
34.531,21,Group Change Event,Group Change,,7,1,New Group,10,,
34.533,1,Condition Event,TO Houselight On,,10,0,,,,
34.533,3,Output On Event,HouseLight #1,,10,0,,,,
34.533,21,Group Change Event,Group Change,,10,1,New Group,11,,
34.533,1,Condition Event,Not correcting,,11,0,,,,
34.533,16,Variable Event,Increment_this_trial,,11,1,Value,1,,
34.533,21,Group Change Event,Group Change,,11,1,New Group,12,,
34.533,1,Condition Event,Incorrect Trails to Correction Trial,,12,0,,,,
34.533,16,Variable Event,Correction_Counter,,12,1,Value,1,,
34.533,21,Group Change Event,Group Change,,12,1,New Group,18,,
34.534,1,Condition Event,Change ITI time,,18,0,,,,
34.534,16,Variable Event,ITI,,18,1,Value,20,,
34.534,21,Group Change Event,Group Change,,18,1,New Group,13,,
35.006,38,Input Transition On Event,FIRBeam #1,,13,0,,,,
