384.731,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
412.033,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
412.763,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
413.503,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
414.012,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
417.827,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
420.839,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
427.118,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
427.967,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
429.527,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
429.585,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
430.467,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
431.477,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
432.469,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
433.208,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
434.863,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
434.959,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
437.5,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
438.15,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
438.179,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
438.432,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
438.484,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
438.892,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
439.036,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
439.295,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
441.09,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
441.573,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
442.174,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
442.579,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
444.588,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
445.255,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
447.151,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
449.536,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
450.669,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
451.017,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
451.955,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
451.975,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
452.012,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
452.353,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
452.448,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
452.467,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
452.506,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,2,Image 1,0
452.51,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
453.402,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
454.906,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
455.143,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
456.029,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
456.564,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
456.64,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
457.102,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
457.358,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
457.438,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,0,(NoImageOrVideo),-1
457.61,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
459.366,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
460.262,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
460.7,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
460.7,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
460.905,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
461.253,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
461.257,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
461.295,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
461.334,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
461.525,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
461.604,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
461.718,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
462.318,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
462.612,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
464.049,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
464.179,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
464.394,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
464.533,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
476.626,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
478.748,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
485.032,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
489.919,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
498.566,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
499.038,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
500.125,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
504.147,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
504.884,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
505.176,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
507.699,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
508.378,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
508.762,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
509.075,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
509.509,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
510.297,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
512.677,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
514.501,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
515.099,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
515.74,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
516.246,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
516.364,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
516.802,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
521.341,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
521.499,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
521.939,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
522.215,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
522.605,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
522.624,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,3,2,Position,1,Image 1,0
524.557,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
528.811,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
528.995,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
531.339,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
531.728,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
532.732,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
533.08,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
535.307,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
536.791,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
543.266,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
544.247,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
544.518,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
545.254,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
549.209,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
551.536,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
554.255,38,Input Transition On Event,FIRBeam #1,,3,0,,,,
554.571,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,
555.519,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
555.945,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,
556.673,38,Input Transition On Event,BIRBeam #1,,3,0,,,,
556.919,38,Input Transition On Event,Tray #1,,3,0,,,,
556.92,1,Condition Event,Tray Entry no Increment Trial,,3,0,,,,
556.92,4,Output Off Event,TrayLight #1,,3,0,,,,
556.92,4,Output Off Event,Sound #1,,3,0,,,,
556.92,4,Output Off Event,Sound #2,,3,0,,,,
556.92,4,Output Off Event,Sound #3,,3,0,,,,
556.92,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0,,
556.92,16,Variable Event,Correction_Trial,,3,1,Value,0,,
556.92,21,Group Change Event,Group Change,,3,1,New Group,4,,
557.088,39,Input Transition Off Event,Tray #1,,4,0,,,,
557.089,1,Condition Event,Start Trial,,4,0,,,,
557.089,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,
557.089,21,Group Change Event,Group Change,,4,1,New Group,5,,
557.089,1,Condition Event,Incorrect Right,,5,0,,,,
557.089,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,
557.089,21,Group Change Event,Group Change,,5,1,New Group,6,,
557.089,1,Condition Event,Display Images,,6,0,,,,
557.089,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,1,Image 1,0
557.089,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,2,Image 2,1
557.089,21,Group Change Event,Group Change,,6,1,New Group,7,,
557.303,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,
557.676,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
558.285,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
558.518,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
560.492,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
560.552,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
560.742,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
560.875,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
561.176,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
562.727,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,2,Image 2,1
562.727,1,Condition Event,Incorrect,,7,0,,,,
562.727,3,Output On Event,Sound #1,,7,0,,,,
562.727,3,Output On Event,Sound #2,,7,0,,,,
562.727,3,Output On Event,Sound #3,,7,0,,,,
562.727,7,Pulse Output Event,Sound_On #1,,7,1,Duration,0,,
562.727,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,1,Image 1,0
562.727,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,2,Image 1,0
562.727,29,Timer Event,Time_Out_Timer,,7,1,Value,0,,
562.727,21,Group Change Event,Group Change,,7,1,New Group,10,,
562.727,1,Condition Event,TO Houselight On,,10,0,,,,
562.727,3,Output On Event,HouseLight #1,,10,0,,,,
562.727,21,Group Change Event,Group Change,,10,1,New Group,11,,
562.727,1,Condition Event,Not correcting,,11,0,,,,
562.727,16,Variable Event,Increment_this_trial,,11,1,Value,1,,
562.727,21,Group Change Event,Group Change,,11,1,New Group,12,,
562.727,1,Condition Event,Incorrect Trails to Correction Trial,,12,0,,,,
562.727,16,Variable Event,Correction_Counter,,12,1,Value,1,,
562.727,21,Group Change Event,Group Change,,12,1,New Group,18,,
562.727,1,Condition Event,Change ITI time,,18,0,,,,
562.727,16,Variable Event,ITI,,18,1,Value,20,,
562.727,21,Group Change Event,Group Change,,18,1,New Group,13,,
562.881,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
563.713,38,Input Transition On Event,FIRBeam #1,,13,0,,,,
564.122,39,Input Transition Off Event,FIRBeam #1,,13,0,,,,
564.245,38,Input Transition On Event,FIRBeam #1,,13,0,,,,
567.271,39,Input Transition Off Event,FIRBeam #1,,13,0,,,,
567.727,1,Condition Event,Time Out End,,13,0,,,,
567.727,29,Timer Event,ITI_Timer,,13,1,Value,0,,
567.727,21,Group Change Event,Group Change,,13,1,New Group,14,,
567.727,1,Condition Event,Reset Houselight off,,14,0,,,,
567.727,4,Output Off Event,HouseLight #1,,14,0,,,,
567.727,21,Group Change Event,Group Change,,14,1,New Group,9,,
569.009,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
569.239,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
570.23,38,Input Transition On Event,BIRBeam #1,,9,0,,,,
570.475,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,
570.975,38,Input Transition On Event,BIRBeam #1,,9,0,,,,
571.186,38,Input Transition On Event,Tray #1,,9,0,,,,
571.292,39,Input Transition Off Event,Tray #1,,9,0,,,,
572.043,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,
572.9,38,Input Transition On Event,BIRBeam #1,,9,0,,,,
573.311,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,
575.219,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
576.66,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
577.592,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
578.622,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
579.048,38,Input Transition On Event,FIRBeam #1,,9,0,,,,
580.238,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,
581.832,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,9,2,Position,1,Image 1,0
581.833,1,Condition Event,Left Screen Touches,,9,0,,,,
581.833,16,Variable Event,Left_Touches_during_ITI,,9,1,Value,1,,
581.833,61,Group Maintain Event,Group Change,,9,1,New Group,9,,
581.852,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,9,2,Position,1,Image 1,0
581.971,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,9,2,Position,0,(NoImageOrVideo),-1
582.009,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,9,2,Position,0,(NoImageOrVideo),-1
587.727,1,Condition Event,Next trial,,9,0,,,,
