Schedule,Animal_Id,Group_Id,Date,Database,Chamber,Session_Id,Day,TimeStamp,Trial_Number,Cue_Type,Cue_Validity,Cue_Time,Hold_Time,Target_Time,Correct_Selection,AnticipationError,CommissionError,OmissionError,Reaction_Time,Movement_Time,Touchscreen_error,Audio_Tone,Concecutive_Ant_Errors_Before_Trial,Ant_Error_Train_After_Trial,Percentage_Anticipation_Errors,Percentage_Anticipation_Errors_Per_Mouse
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1451.817,93,Left,Invalid,0.15,0.182,1.0,0,0,1,0,0.26000977,0.19897461,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1467.073,94,Right,Invalid,0.15,0.182,1.0,1,0,0,0,0.91296387,0.21801758,2,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1478.675,95,Left,Valid,0.15,0.182,1.0,0,0,1,0,0.47399902,0.13903809,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1490.577,96,Left,Invalid,0.15,0.178,1.0,0,0,0,1,0.008056641,NaN,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1503.839,97,Right,Valid,0.15,0.196,1.0,0,0,1,0,0.40100098,0.09899902,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1516.188,98,Right,Invalid,0.15,0.183,1.0,1,0,0,0,0.27893066,0.7779541,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1540.392,99,Right,Valid,0.15,0.188,1.0,0,1,0,0,NaN,NaN,0,tone,0,2,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1546.234,100,Right,Valid,0.15,0.188,1.0,0,1,0,0,NaN,NaN,0,tone,1,-1,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1555.255,101,Right,Valid,0.15,0.188,1.0,0,0,1,0,0.67492676,0.27905273,0,tone,2,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1572.234,102,Left,Valid,0.15,0.178,1.0,0,0,0,1,0.22497559,NaN,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1585.963,103,Left,Valid,0.15,0.188,1.0,1,0,0,0,0.5629883,0.29797363,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1610.883,104,Right,Invalid,0.15,0.179,1.0,1,0,0,0,0.592041,0.23901367,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1624.12,105,Right,Invalid,0.15,0.183,1.0,0,0,0,1,0.29504395,NaN,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1638.025,106,Left,Valid,0.15,0.176,1.0,1,0,0,0,0.36291504,0.37902832,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1660.085,107,Left,Invalid,0.15,0.195,1.0,0,0,1,0,0.3079834,0.2980957,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1672.092,108,Right,Valid,0.15,0.19,1.0,1,0,0,0,0.25598145,0.2800293,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1705.571,109,Right,Invalid,0.15,0.195,1.0,1,0,0,0,0.18701172,0.37902832,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1720.337,110,Left,Invalid,0.15,0.19,1.0,1,0,0,0,0.33093262,0.37805176,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1730.763,111,Right,Valid,0.15,0.193,1.0,0,0,1,0,0.22595215,0.23803711,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1746.797,112,Left,Invalid,0.15,0.182,1.0,0,0,1,0,0.3170166,0.2989502,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1760.003,113,Left,Invalid,0.15,0.179,1.0,0,0,1,0,0.2800293,0.3199463,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1775.678,114,Left,Valid,0.15,0.198,1.0,1,0,0,0,0.45300293,0.35803223,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1795.603,115,Right,Invalid,0.15,0.178,1.0,0,0,1,0,0.3239746,0.2401123,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1808.16,116,Right,Invalid,0.15,0.189,1.0,1,0,0,0,0.3470459,0.2800293,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1825.449,117,Right,Valid,0.15,0.185,1.0,0,0,1,0,0.19799805,0.39794922,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1837.778,118,Left,Invalid,0.15,0.179,1.0,1,0,0,0,0.25891113,0.4390869,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1853.257,119,Left,Invalid,0.15,0.187,1.0,0,0,1,0,0.27600098,0.23791504,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1874.326,120,Left,Valid,0.15,0.183,1.0,1,0,0,0,0.21899414,0.2590332,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1887.709,121,Right,Valid,0.15,0.18,1.0,1,0,0,0,0.2619629,0.19897461,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1908.09,122,Right,Invalid,0.15,0.189,1.0,1,0,0,0,0.3289795,0.43896484,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1923.044,123,Left,Valid,0.15,0.193,1.0,1,0,0,0,0.26794434,0.8560791,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1940.197,124,Right,Invalid,0.15,0.186,1.0,0,0,1,0,0.27404785,0.27893066,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1961.566,125,Right,Valid,0.15,0.186,1.0,0,0,0,1,1.94104,0.29797363,0,no_tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1980.056,126,Right,Invalid,0.15,0.177,1.0,1,0,0,0,0.32104492,0.2989502,0,tone,0,0,6.557377,6.557377
PosnerExogenous_probe_tone,999,null,20190713,TEST,4,1051,0,1990.042,127,Left,Invalid,0.15,0.176,1.0,0,0,1,0,0.24707031,0.35888672,0,tone,0,0,6.557377,6.557377
