3545.148,3,Output On Event,TrayLight #1,,9,0,,,,
3545.148,16,Variable Event,First_Trial,,9,1,Value,0,,
3545.148,16,Variable Event,First_Analysis,,9,1,Value,1,,
3545.148,16,Variable Event,ITI,,9,1,Value,20,,
3545.148,21,Group Change Event,Group Change,,9,1,New Group,15,,
3545.148,1,Condition Event,Start Correction Trial,,15,0,,,,
3545.148,16,Variable Event,Correction_Trial,,15,1,Value,1,,
3545.148,21,Group Change Event,Group Change,,15,1,New Group,16,,
3549.8,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3550.002,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3550.215,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3550.603,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3552.668,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3553.079,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3559.573,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3560.509,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3562.737,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3563.045,38,Input Transition On Event,BIRBeam #1,,16,0,,,,
3563.343,39,Input Transition Off Event,BIRBeam #1,,16,0,,,,
3565.138,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3567.161,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3572.14,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3572.595,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3578.121,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3579.95,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3588.443,38,Input Transition On Event,FIRBeam #1,,16,0,,,,
3588.806,39,Input Transition Off Event,FIRBeam #1,,16,0,,,,
3588.994,38,Input Transition On Event,BIRBeam #1,,16,0,,,,
3590.179,39,Input Transition Off Event,BIRBeam #1,,16,0,,,,
3590.659,38,Input Transition On Event,BIRBeam #1,,16,0,,,,
3590.854,38,Input Transition On Event,Tray #1,,16,0,,,,
3590.855,1,Condition Event,Tray Entry Noted,,16,0,,,,
3590.855,4,Output Off Event,TrayLight #1,,16,0,,,,
3590.855,4,Output Off Event,Sound #1,,16,0,,,,
3590.855,4,Output Off Event,Sound #2,,16,0,,,,
3590.855,4,Output Off Event,Sound #3,,16,0,,,,
3590.855,7,Pulse Output Event,Sound_On #1,,16,1,Duration,0,,
3590.855,21,Group Change Event,Group Change,,16,1,New Group,17,,
3591.182,39,Input Transition Off Event,Tray #1,,17,0,,,,
3591.183,1,Condition Event,Tray Exit Starts Correction Trial,,17,0,,,,
3591.183,16,Variable Event,Total_No_Correction_Trials,,17,1,Value,29,,
3591.183,21,Group Change Event,Group Change,,17,1,New Group,6,,
3591.183,1,Condition Event,Display Images,,6,0,,,,
3591.183,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,1,Image 1,0
3591.183,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,2,Image 2,1
3591.183,21,Group Change Event,Group Change,,6,1,New Group,7,,
3591.459,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,
3592.001,38,Input Transition On Event,FIRBeam #1,,7,0,,,,
3593.162,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,
3593.557,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,2,Position,2,Image 2,1
3593.557,1,Condition Event,Incorrect,,7,0,,,,
3593.557,3,Output On Event,Sound #1,,7,0,,,,
3593.557,3,Output On Event,Sound #2,,7,0,,,,
3593.557,3,Output On Event,Sound #3,,7,0,,,,
3593.557,7,Pulse Output Event,Sound_On #1,,7,1,Duration,0,,
3593.557,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,1,Image 1,0
3593.557,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,2,Image 1,0
3593.557,29,Timer Event,Time_Out_Timer,,7,1,Value,0,,
3593.557,21,Group Change Event,Group Change,,7,1,New Group,10,,
3593.558,1,Condition Event,TO Houselight On,,10,0,,,,
3593.558,3,Output On Event,HouseLight #1,,10,0,,,,
3593.558,21,Group Change Event,Group Change,,10,1,New Group,11,,
3593.558,1,Condition Event,Sequential Correction Trials,,11,0,,,,
3593.558,16,Variable Event,Sequential_Correction_Trials,,11,1,Value,2,,
3593.558,16,Variable Event,Increment_this_trial,,11,1,Value,0,,
3593.558,21,Group Change Event,Group Change,,11,1,New Group,12,,
3593.558,1,Condition Event,Incorrect Trails to Correction Trial,,12,0,,,,
3593.558,16,Variable Event,Correction_Counter,,12,1,Value,3,,
3593.558,21,Group Change Event,Group Change,,12,1,New Group,18,,
3593.558,1,Condition Event,Change ITI time,,18,0,,,,
3593.558,16,Variable Event,ITI,,18,1,Value,20,,
3593.558,21,Group Change Event,Group Change,,18,1,New Group,13,,
3593.596,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,2,Position,2,Image 1,0
3597.193,38,Input Transition On Event,FIRBeam #1,,13,0,,,,
3597.496,39,Input Transition Off Event,FIRBeam #1,,13,0,,,,
3597.924,38,Input Transition On Event,FIRBeam #1,,13,0,,,,
3598.557,1,Condition Event,Time Out End,,13,0,,,,
3598.557,29,Timer Event,ITI_Timer,,13,1,Value,0,,
3598.557,21,Group Change Event,Group Change,,13,1,New Group,14,,
3598.557,1,Condition Event,Reset Houselight off,,14,0,,,,
