39.894,3,Output On Event,TrayLight #1,,9,0,,,,,,,,
39.894,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,
39.894,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,
39.894,16,Variable Event,ITI,,9,1,Value,20,,,,,,
39.894,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,
39.894,1,Condition Event,Start Correction Trial,,15,0,,,,,,,,
39.894,16,Variable Event,Correction_Trial,,15,1,Value,1,,,,,,
39.894,21,Group Change Event,Group Change,,15,1,New Group,16,,,,,,
46.676,38,Input Transition On Event,Tray #1,,16,0,,,,,,,,
46.677,1,Condition Event,Tray Entry Noted Trial Increment,,16,0,,,,,,,,
46.677,4,Output Off Event,TrayLight #1,,16,0,,,,,,,,
46.677,4,Output Off Event,Sound #1,,16,0,,,,,,,,
46.677,4,Output Off Event,Sound #2,,16,0,,,,,,,,
46.677,4,Output Off Event,Sound #3,,16,0,,,,,,,,
46.677,7,Pulse Output Event,Sound_On #1,,16,1,Duration,0,,,,,,
46.677,16,Variable Event,_Trial_Counter,,16,1,Value,1,,,,,,
46.677,16,Variable Event,Correct_Percent,,16,1,Value,0,,,,,,
46.677,16,Variable Event,Correct_Percent,,16,1,Value,0,,,,,,
46.677,16,Variable Event,Correct_Percent,,16,1,Value,0,,,,,,
46.677,21,Group Change Event,Group Change,,16,1,New Group,17,,,,,,
46.773,39,Input Transition Off Event,Tray #1,,17,0,,,,,,,,
46.774,1,Condition Event,Tray Exit Starts Correction Trial,,17,0,,,,,,,,
46.774,16,Variable Event,Total_No_Correction_Trials,,17,1,Value,1,,,,,,
46.774,21,Group Change Event,Group Change,,17,1,New Group,6,,,,,,
46.774,1,Condition Event,Display Images,,6,0,,,,,,,,
46.774,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,2,Image 1,0,,,,
46.774,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Images,6,2,Position,1,Image 2,1,,,,
46.774,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,
47.451,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,
47.779,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,
50.705,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,,,,,
51.694,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,
52.476,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,,,,,
52.656,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,7,4,Position,1,Image 2,1,CoordX,51,CoordY,86
52.656,1,Condition Event,Incorrect,,7,0,,,,,,,,
52.656,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,2,Image 1,0,,,,
52.656,32,Whisker - Display Image,Bussey Mouse Operant Mode 2 x 1 x low,Background,7,2,Position,1,Image 1,0,,,,
52.656,3,Output On Event,Sound #1,,7,0,,,,,,,,
52.656,3,Output On Event,Sound #2,,7,0,,,,,,,,
52.656,3,Output On Event,Sound #3,,7,0,,,,,,,,
52.656,7,Pulse Output Event,Sound_On #1,,7,1,Duration,0,,,,,,
52.656,29,Timer Event,Time_Out_Timer,,7,1,Value,0,,,,,,
52.656,21,Group Change Event,Group Change,,7,1,New Group,10,,,,,,
52.656,1,Condition Event,TO Houselight On,,10,0,,,,,,,,
52.656,3,Output On Event,HouseLight #1,,10,0,,,,,,,,
52.656,21,Group Change Event,Group Change,,10,1,New Group,11,,,,,,
52.656,1,Condition Event,Sequential Correction Trials,,11,0,,,,,,,,
52.656,16,Variable Event,Sequential_Correction_Trials,,11,1,Value,1,,,,,,
52.656,16,Variable Event,Increment_this_trial,,11,1,Value,0,,,,,,
52.656,21,Group Change Event,Group Change,,11,1,New Group,12,,,,,,
52.656,1,Condition Event,Incorrect Trails to Correction Trial,,12,0,,,,,,,,
52.656,16,Variable Event,Correction_Counter,,12,1,Value,2,,,,,,
52.656,21,Group Change Event,Group Change,,12,1,New Group,18,,,,,,
52.656,1,Condition Event,Change ITI time,,18,0,,,,,,,,
52.656,16,Variable Event,ITI,,18,1,Value,20,,,,,,
52.656,21,Group Change Event,Group Change,,18,1,New Group,13,,,,,,
52.791,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,4,Position,1,Image 1,0,CoordX,68,CoordY,69
52.929,30,Touch Down Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,4,Position,1,Image 1,0,CoordX,16,CoordY,120
52.929,31,Touch Up Event,Bussey Mouse Operant Mode 2 x 1 x low,,13,4,Position,1,Image 1,0,CoordX,16,CoordY,120
56.407,38,Input Transition On Event,FIRBeam #1,,13,0,,,,,,,,
56.808,39,Input Transition Off Event,FIRBeam #1,,13,0,,,,,,,,
56.942,38,Input Transition On Event,BIRBeam #1,,13,0,,,,,,,,
57.656,1,Condition Event,Time Out End,,13,0,,,,,,,,
57.656,29,Timer Event,ITI_Timer,,13,1,Value,0,,,,,,
57.656,21,Group Change Event,Group Change,,13,1,New Group,14,,,,,,
57.656,1,Condition Event,Reset Houselight off,,14,0,,,,,,,,
57.656,4,Output Off Event,HouseLight #1,,14,0,,,,,,,,
57.656,21,Group Change Event,Group Change,,14,1,New Group,9,,,,,,
75.002,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,,,,,
77.656,1,Condition Event,Next trial,,9,0,,,,,,,,
